name,neighborhood,address,x,y
OLD BAY CAFÂ,Inner Harbor,"501 PRATT STREET
Baltimore, MD",274,600
OLDE OBRYCKI'S CRAB HOUSE (saesonal),Upper Fells Point,"1727 PRATT ST
Baltimore, MD",267,942
OLORI B',Better Waverly,"2637 GREENMOUNT AVE
Baltimore, MD",222,150
OMEGA PSI PHI FRATERNITY,Easterwood,"2003 PRESBURY ST
Baltimore, MD",948,985
ONE + ONE CARRYOUT,Sandtown-Winchester,"1550 MONROE ST
Baltimore, MD",752,557
ONE WORLD CAFÂ,Tuscany-Canterbury,"100 UNIVERSITY PKWY
Baltimore, MD",258,679
ONE-EYED MIKE'S,Fells Point,"708 BOND ST
Baltimore, MD",423,506
OPEN HEARTH INN,Saint Helena,"6591 ST HELENA AVE
Baltimore, MD",395,601
ORIENT EXPRESS,Charles Village,"3111 ST PAUL ST
Baltimore, MD",355,805
ORLEANS LIQUORS,McElderry Park,"401 MONTFORD AVE
Baltimore, MD",40,350
ottobar,Remington,"2549 howard st
Baltimore, MD",183,247
OUT TO LUNCH,Inner Harbor,"109 MARKET PL
Baltimore, MD",971,961
OUTBACK STEAKHOUSE,Canton,"2400 BOSTON ST
Baltimore, MD",756,142
OVERLEA   DINER,Rosemont East,"6652 BELAIR RD
Baltimore, MD",242,978
OXFORD TAVERN,Sandtown-Winchester,"1741 NORTH AVE
Baltimore, MD",310,973
P & S JAMAICAN & AMERICAN RESTAURNAT & CARRYOUT,Pimlico Good Neighbors,"5218 PARK HEIGHTS AVE
Baltimore, MD",556,899
P.J.'S PUB,Charles Village,"3333 CHARLES ST
Baltimore, MD",367,341
PAIK'S PLACE,Fairfield Area,"3563 FAIRFIELD RD
Baltimore, MD",18,843
PAK'S LIQUORS,Franklin Square,"300 GILMOR ST
Baltimore, MD",147,212
PALOMA'S (351-55),New Southwest/Mount Clare,"351 WOODYEAR ST
Baltimore, MD",861,609
PANADERIA HERMANOS NAVARRO LLC,Highlandtown,"3712 EASTERN AVE
Baltimore, MD",243,701
PANDA EXPRESS # 1152,Reisterstown Station,"6514 REISTERSTOWN RD
Baltimore, MD",407,229
PANERA BREAD,Inner Harbor,"600 PRATT ST
Baltimore, MD",370,680
PANERA BREAD,Lake Walker,"6307 1 2 YORK RD
Baltimore, MD",603,204
PAPA  JOHNS  PIZZA,Waltherson,"5246 HARFORD RD
Baltimore, MD",843,451
PAPA JOHN'S,Abell,"347 33RD ST
Baltimore, MD",40,314
PAPA JOHN'S PIZZA 730,Cross Keys,"4535 FALLS RD
Baltimore, MD",333,840
PAPERMOON DINER,Remington,"227 29TH ST
Baltimore, MD",917,240
PARADISE OF PARK HEIGHTS,Central Park Heights,"4448 PARK HEIGHTS AVE
Baltimore, MD",816,137
PARADOX,Carroll - Camden Industrial Area,"1310 RUSSELL ST
Baltimore, MD",840,588
PARK  AVE.  SPORTS  BAR,Downtown,"412 PARK AVE
Baltimore, MD",93,112
PARK AVENUE CAFÂ EXPRESS,Violetville,"3700 KOPPERS ST
Baltimore, MD",480,750
PARK INN,Canton,"2239 EASTERN AVE
Baltimore, MD",397,827
Parkside Restaurant,Baltimore-Linwood,"2901 Baltimore St
Baltimore, MD",672,812
PARTHENON DINER,Downtown,"8 PARK AVENUE
Baltimore, MD",701,551
PASTICCIO ITALIAN KITCHEN,Canton,"2400 BOSTON ST
Baltimore, MD",528,535
PATRICK'S  OF PRATT STREET,Hollins Market,"131 SCHROEDER ST
Baltimore, MD",470,719
"PATTERSON PERK, LLC",Canton,"2501 EASTERN AVE
Baltimore, MD",426,671
PATTY CAKES,Lauraville,"2301 ARGONNE DR
Baltimore, MD",324,222
PAUL'S,Riverside,"701 FORT AVE
Baltimore, MD",137,605
PAZO,Fells Point,"1425 ALICEANNA ST
Baltimore, MD",879,986
PAZZA LUNA,Locust Point,"1401 CLEMENT ST
Baltimore, MD",320,764
peabody court a clairon hotel,Mount Vernon,"612 cathedral st
Baltimore, MD",164,61
PEARL'S,Fells Point,"1900 ALICEANNA ST
Baltimore, MD",355,180
PEIWEI ASIAN DINER,Cedarcroft,"6302 YORK RD
Baltimore, MD",145,222
peking house,Brooklyn,"3606 hanover st
Baltimore, MD",113,5
PENN LIQUORS,Johnston Square,"1041 GREENMOUNT AVE
Baltimore, MD",585,659
PENN RESTAURANT & CARRYOUT,University Of Maryland,"663 PRATT ST
Baltimore, MD",536,655
PENN STREET TAVERN,Ridgely's Delight,"213 PENN ST
Baltimore, MD",834,349
PENNINGTON   STATION,Curtis Bay,"4901 PENNINGTON AVE
Baltimore, MD",2,676
PENNINGTON'S PUB      (5 & 7 W. PATAPSCO AVE.),Brooklyn,"7 PATAPSCO AVE
Baltimore, MD",114,772
PEPINO'S INCORPORATED,Little Italy,"301 EXETER ST
Baltimore, MD",959,479
PEPPER'S LIQUOR'S,Woodmere,"5440 REISTERSTOWN RD
Baltimore, MD",554,616
PERGUSA ENTERPRISES,Rosebank,"5928 YORK RD
Baltimore, MD",82,919
PETALO'S,Little Italy,"1002 EASTERN AVE
Baltimore, MD",338,137
PETERS POUR HOUSE AND PUB 110,Downtown,"111 MERCER ST
Baltimore, MD",852,485
PETE'S GRILLE,Better Waverly,"3130 GREENMOUNT AVE
Baltimore, MD",606,657
"PETE'S INN, INCORPORATED",Fells Point,"504 ANN ST
Baltimore, MD",684,521
PETIT LOUIS BISTRO,Roland Park,"4800 ROLAND AVE
Baltimore, MD",159,699
PETTIFORD'S SEAFOOD & SOUL FOOD,East Baltimore Midway,"2002 HARFORD RD
Baltimore, MD",291,559
PF CHANGS CHINA BISTRO,Inner Harbor,"600 PRATT ST
Baltimore, MD",365,880
PHANTOM'S BAR AND GRILL,Belair-Edison,"3539 BELAIR RD
Baltimore, MD",518,574
PHILLIP'S EXPRESS BUFFET,Inner Harbor,"301 light
Baltimore, MD",96,389
PHILLIP'S OF HARBOR PLACE,Inner Harbor,"301 light st
Baltimore, MD",227,371
PICCADELIS,Mount Vernon,"202 READ ST
Baltimore, MD",91,742
PICKLES PUB,Inner Harbor,"520 WASHINGTON BLVD
Baltimore, MD",720,468
PIER 5 HOTEL,Inner Harbor,"711 EASTERN AVE
Baltimore, MD",344,627
PIMLICO TRACK KITCHEN  (PIMLICO RACE COURSE),Pimlico Good Neighbors,"Haward Ave
Baltimore, MD",939,543
PIZZA PRESTO,Pulaski Industrial Area,"6500 EASTERN AVENUE
Baltimore, MD",715,100
PIZZERIA UNO,Inner Harbor,"201 PRATT ST
Baltimore, MD",804,638
"PLAZA SALOON, INC.",Downtown,"404 BALTIMORE ST
Baltimore, MD",832,128
"POLISH NATIONAL ALLIANCE, COUNCIL 21",Fells Point,"1627 EASTERN AVE
Baltimore, MD",454,583
POLLO REAL,Baltimore Highlands,"101 EATON ST
Baltimore, MD",958,905
POLOCK JOHNNY'S,Morrell Park,"3212 WASHINGTON BLVD
Baltimore, MD",582,616
POL'S CAFÂ,Canton,"2619 21 FOSTER AVE
Baltimore, MD",212,478
PONCABIRD PUB/SNACK SHACK,Canton Industrial Area,"1719 PONCABIRD PASS
Baltimore, MD",95,674
POPEYES FAMOUS FRIED CHICKEN,Dunbar-Broadway,"300 BROADWAY
Baltimore, MD",102,971
POPEYES FAMOUS FRIED CHICKEN,Baltimore Highlands,"3400 PULASKI HWY
Baltimore, MD",593,492
POPEYES FAMOUS FRIED CHICKEN,Rognel Heights,"4404 EDMONDSON AVE
Baltimore, MD",427,940
POPEYES FAMOUS FRIED CHICKEN,Frankford,"5002 SINCLAIR LN
Baltimore, MD",930,530
POPEYES FAMOUS FRIED CHICKEN,Winston-Govans,"5002 YORK RD
Baltimore, MD",859,501
POPEYES FAMOUS FRIED CHICKEN,Rosemont East,"6642 BELAIR RD
Baltimore, MD",828,170
POPEYES FAMOUS FRIED CHICKEN,Riverside,"887 FORT AVE
Baltimore, MD",465,789
POPEYE'S FAMOUS FRIED CHICKEN & BISCUITS,Reisterstown Station,"6512 reisterstown RD
Baltimore, MD",597,483
POPEYES OF MONDAWMIN,Mondawmin,"2401 LIBERTY HEIGHTS AVE
Baltimore, MD",368,797
PORT IN A STORM,Kresson,"4330 LOMBARD ST
Baltimore, MD",602,674
PORT TRUCK STOP BAR  RESTAURANT,Canton Industrial Area,"1701 CLINTON ST
Baltimore, MD",877,56
PORTERS PUB,Federal Hill,"1032 RIVERSIDE AVE
Baltimore, MD",490,973
REISTERSTOWN ROAD SUBWAY,Woodmere,"5520 REISTERSTOWN ROAD
Baltimore, MD",348,892
RENAISSANCE HARBORPLACE HOTEL,Inner Harbor,"200 PRATT ST
Baltimore, MD",806,972
RENAISSANCE HARBORPLACE HOTEL,Inner Harbor,"200 202 E PRATT ST
Baltimore, MD",218,548
RENAISSANCE HARBORPLACE HOTEL,Inner Harbor,"200 202 E PRATT ST
Baltimore, MD",520,264
RENAISSANCE HARBORPLACE HOTEL,Inner Harbor,"200 202 E PRATT ST
Baltimore, MD",493,641
RENDEZVOUS  LOUNGE,Charles Village,"136 25TH ST
Baltimore, MD",827,586
restaurante el trovador,Fells Point,"318 broadway
Baltimore, MD",247,232
restaurate el salvador,Fells Point,"207 broadway
Baltimore, MD",86,137
RICK'S BAR & GRILL,Curtis Bay,"5014 CURTIS AVE
Baltimore, MD",352,872
RITA'S ITALIAN ICE,Fallstaff,"6796 REISTERSTOWN RD
Baltimore, MD",612,519
ROBBIE'S NEST,Broadway East,"2250 NORTH AVE
Baltimore, MD",481,573
ROBERT OLIVER SEAFOOD,Mid-Town Belvedere,"1225 CATHEDRAL ST
Baltimore, MD",658,130
ROCCO'S CAPRICCIO,Little Italy,"242 HIGH ST
Baltimore, MD",2,989
"ROCK ""N"" ROBIN CAFE",Brooklyn,"3733 HANOVER ST
Baltimore, MD",725,373
ROCKET TO VENUS (3358-3360),Hampden,"3358 CHESTNUT AVE
Baltimore, MD",442,487
RODOS  BAR,Fells Point,"719 BROADWAY
Baltimore, MD",590,440
ROMAN'S PLACE,Baltimore-Linwood,"2 DECKER AVE
Baltimore, MD",476,250
ROOTS UNLIMITED,Penrose/Fayette Street Outreach,"2148 VINE ST
Baltimore, MD",258,491
ROPEWALK TAVERN,Federal Hill,"1209 CHARLES ST
Baltimore, MD",584,97
ROSIE'S,Carrollton Ridge,"482 BENTALOU ST
Baltimore, MD",579,183
ROSITAS RESTAURANT,Fells Point,"206 BROADWAY
Baltimore, MD",206,791
ROYAL RESTAURANT,Downtown,"206 LEXINGTON ST
Baltimore, MD",429,784
ROYAL VILLAGE,Federal Hill,"1033 LIGHT ST
Baltimore, MD",98,184
"ROY'S EAST ATLANTIC I, LIMITED PARTNERSHIP",Inner Harbor,"720 ALICEANNA ST
Baltimore, MD",227,405
RUB BARBEQUE,Riverside,"1843 LIGHT STREET
Baltimore, MD",971,194
RUBY TUESDAY,Loch Raven,"1728 NORTHERN PKWY
Baltimore, MD",378,116
RUBY TUESDAY,Charles Village,"3003 CHARLES ST
Baltimore, MD",407,449
RUMOR BAR AND GRILL,McElderry Park,"2600 MONUMENT ST
Baltimore, MD",725,788
RUSSELL SERNOCKY AMERICAN LEGION POST #184,New Southwest/Mount Clare,"1410 PRATT ST
Baltimore, MD",543,151
RUSTY SCUPPER,Federal Hill,"402 KEY HWY
Baltimore, MD",824,528
RUTH E'S PLACE,Millhill,"2696 WILKENS Ave
Baltimore, MD",718,903
RUTH'S CHRIS STEAK HOUSE,Downtown,"600 WATER ST
Baltimore, MD",299,894
RUTH'S CHRIS STEAK HOUSE,Inner Harbor,"711 EASTERN AVE
Baltimore, MD",564,156
RUTLAND BAR,Broadway East,"1508 RUTLAND AVE
Baltimore, MD",391,815
RYAN'S DAUGHTER,Chinquapin Park-Belvedere,"600 BELVEDERE AVE
Baltimore, MD",66,219
RYLEIGH'S OYSTERS,Federal Hill,"36 CROSS ST
Baltimore, MD",269,102
S.O.S BAR & LOUNGE,Baltimore-Linwood,"2511 FAYETTE ST
Baltimore, MD",80,601
SABATINO'S RESTAURANT,Little Italy,"901 FAWN ST
Baltimore, MD",175,441
saigon remembered restaurant,Mid-Govans,"5857 york rd
Baltimore, MD",861,136
SAINT BENEDICT BOOSTER CLUB,Millhill,"2612 WILKENS AVE
Baltimore, MD",134,738
SALSA RICO,Loyola/Notre Dame,"4501 CHARLES ST
Baltimore, MD",296,771
SALSARITA'S FRESH CANTINA,Downtown,"324 BALTIMORE ST
Baltimore, MD",499,96
SALT,Upper Fells Point,"2127 PRATT ST
Baltimore, MD",303,594
SAMMY'S TRATTORIA,Mid-Town Belvedere,"1200 CHARLES ST
Baltimore, MD",219,367
SAMOS RESTAURANT,Greektown,"600 OLDHAM ST
Baltimore, MD",98,724
SAMPSON'S RESTAURANT,Poppleton,"946 FAYETTE ST
Baltimore, MD",399,708
SAM'S BAGELS,Federal Hill,"915 LIGHT ST
Baltimore, MD",27,271
SAND MAN,Canton,"708 BAYLIS ST
Baltimore, MD",466,469
SANDPIPER,Poppleton,"1126 BALTIMORE ST
Baltimore, MD",425,487
SANDY'S CAFE,Baltimore Highlands,"3601 PULASKI HWY
Baltimore, MD",495,883
SANTA ANA RESTURANT,Fells Point,"246 BROADWAY
Baltimore, MD",845,553
SBARRO INC.,Inner Harbor,"200 PRATT ST
Baltimore, MD",899,810
SBARRO ITALIAN EATERY,Pulaski Industrial Area,"5625 O DONNELL ST
Baltimore, MD",381,831
SCHAEFER'S BAR & RESTAURANT,SBIC,"121 RANDALL ST
Baltimore, MD",156,620
SCORES,Penn-Fallsway,"615 FALLSWAY
Baltimore, MD",293,582
serdenes restaurant,Pulaski Industrial Area,"5603 pulaski hwy
Baltimore, MD",181,772
S'GHETTI EDDIE'S,Evergreen,"414 COLD SPRING LN
Baltimore, MD",292,8
SHAFFERS,Washington Village,"1184 CLEVELAND ST
Baltimore, MD",897,716
SHAHRAZAD'S INTERNATIONAL NEO-SOUL,Washington Village,"771 WASHINGTON BLVD
Baltimore, MD",771,389
SHANE'S SANDWICH SHOP,Downtown,"142 FAYETTE ST
Baltimore, MD",848,502
SHARKY'S BAR & GRILL,Canton,"2819 EASTERN AVE
Baltimore, MD",108,391
SHED ROW,Upper Fells Point,"1901 GOUGH ST
Baltimore, MD",696,147
SHELDON'S LOUNGE,Belair-Edison,"4325 BELAIR RD
Baltimore, MD",974,438
SHERATON BALTIMORE CITY CTR HOTEL (BANQUET),Downtown,"101 FAYETTE ST
Baltimore, MD",367,525
SHERATON INNER HARBOR HOTEL - ORIOLES GRILL,Inner Harbor,"300 CHARLES ST
Baltimore, MD",691,275
SHERATON INNER HARBOR HOTEL -EMPLOYEE'S CAFETERIA,Inner Harbor,"300 CHARLES ST
Baltimore, MD",348,73
SHERATON INNER HARBOR HOTEL-MAIN KITCHEN,Inner Harbor,"300 CHARLES ST
Baltimore, MD",878,296
SHERRIES,Baltimore Highlands,"3821 PULASKI HWY
Baltimore, MD",328,659
SHERRY'S PLACE,Fells Point,"238 BROADWAY
Baltimore, MD",946,183
SHIRLEY'S  HONEY HOLE,Broadway East,"2300 OLIVER ST
Baltimore, MD",71,615
SHORTY'S,Canton,"3301 FOSTER AVE
Baltimore, MD",549,550
SHUCKERS OF FELLS POINT,Fells Point,"1629 THAMES ST
Baltimore, MD",175,147
SHULA'S @ SHERATON BALTIMORE CITY CTR HOTEL,Downtown,"101 FAYETTE ST
Baltimore, MD",257,590
SIDE  BAR  (218-220),Downtown,"218 lexington ST
Baltimore, MD",789,211
SID'S TAVERN,Washington Village,"1100 WASHINGTON BLVD
Baltimore, MD",201,999
SIGN OF THE TIMES  (137-39),Baltimore-Linwood,"137 BELNORD AVE
Baltimore, MD",897,336
SIG'S BAR,Fells Point,"628 BROADWAY
Baltimore, MD",740,512
SILK ROAD EXPRESS-MATTIN CENTER  J H U,Charles Village,"3400 CHARLES ST
Baltimore, MD",597,613
SILK'S TAVERN,Canton,"2641 HUDSON ST
Baltimore, MD",216,526
SILVER STAR RESTAURANT/CARRYOUT,East Baltimore Midway,"801 BONAPARTE AVE
Baltimore, MD",941,659
SIP & BITE RESTAURANT,Canton,"2200 BOSTON ST
Baltimore, MD",527,441
SIR'S DELI,Mid-Town Belvedere,"1101 ST PAUL #101 ST
Baltimore, MD",370,83
SISSON STREET SUBWAY,Remington,"2725 SISSON STREET
Baltimore, MD",296,989
SISTA'  SANDRA'S INTERNATIONAL CUSINE,Reisterstown Station,"6212 REISTERSTOWN RD
Baltimore, MD",42,990
SKEETER'S,Morrell Park,"2506 WASHINGTON BLVD
Baltimore, MD",810,142
SKY LOUNGE/ TANGO TAPAS,Federal Hill,"1041 MARSHALL ST
Baltimore, MD",654,555
SKYBOX BAR & GRILL,Riverside,"823 FORT AVE
Baltimore, MD",658,397
SLAINTE IRISH PUB & RESTAURANT,Fells Point,"1700 THAMES ST
Baltimore, MD",738,681
SLIDERS BAR & GRILL,Inner Harbor,"504 WASHINGTON BLVD
Baltimore, MD",819,533
SLIM ACE OF CLUB,Belair-Edison,"4200 BELAIR RD
Baltimore, MD",363,738
SLY FOX PUB,Riverside,"554 FORT AVE
Baltimore, MD",263,508
SMEDLY'S,Fells Point,"600 WOLFE ST
Baltimore, MD",535,597
smiley's tavern,New Southwest/Mount Clare,"1525 RAMSAY ST
Baltimore, MD",985,358
SMITH PLACE,East Baltimore Midway,"2006 HARFORD RD
Baltimore, MD",42,894
SMITTIE'S BAR & LOUNGE,Coppin Heights/Ash-Co-East,"1660 WARWICK AVE
Baltimore, MD",606,66
SOBO CAFE'  (6-8 W. CROSS ST.),Federal Hill,"6 CROSS ST
Baltimore, MD",640,188
SODEXHO  sunpapers,Port Covington,"300 CROMWELL ST
Baltimore, MD",10,166
"SODEXHO MANAGEMENT, INC.",Carroll - Camden Industrial Area,"1800 WASHINGTON BLVD
Baltimore, MD",495,462
SODEXHO MANAGEMENT. INC,Mount Vernon,"501 CALVERT ST
Baltimore, MD",539,769
SODEXHO/ FEDERAL RESERVE BANK,Otterbein,"502 SHARP ST
Baltimore, MD",358,862
SOFI'S CREPES,Downtown,"333 charles ST
Baltimore, MD",127,960
SONAR,Downtown,"407 SARATOGA ST
Baltimore, MD",340,378
SON-SON LIQUOR & TAVERN,Downtown,"308 EUTAW ST
Baltimore, MD",369,365
SOTTO SOPRA,Downtown,"405 CHARLES ST
Baltimore, MD",789,203
SOUL SOURCE,Midtown-Edmondson,"2101 EDMONDSON AVE
Baltimore, MD",272,619
SOUP'S ON BALTIMORE,Mid-Town Belvedere,"11 PRESTON STREET
Baltimore, MD",457,863
SOUTHERN ACCENTS,Fells Point,"814 BROADWAY
Baltimore, MD",819,627
SOUTHSIDE SALOON,Riverside,"430 FORT AVE
Baltimore, MD",44,268
SOUVLAKI  PLACE,Greektown,"4706 EASTERN ave
Baltimore, MD",453,886
SPARTAN PIZZERIA RESTAURANT,Highlandtown,"3600 EASTERN AVE
Baltimore, MD",945,629
SPEAKEASY SALOON,Canton,"2840 O DONNELL ST
Baltimore, MD",540,861
SPECTRUM CATERING,Downtown,"12 EUTAW ST
Baltimore, MD",247,613
SPIRITS & MORE,Penrose/Fayette Street Outreach,"255 PAYSON ST
Baltimore, MD",204,487
SPIRITS TAVERN,Upper Fells Point,"1901 BANK ST
Baltimore, MD",883,193
"SPIRITS WEST,INC",Millhill,"2601 WILKENS AVE
Baltimore, MD",705,517
SPOONS COFFEE,Federal Hill,"24 CROSS ST
Baltimore, MD",231,827
SPORTS CAFE,Canton,"1224 CLINTON ST
Baltimore, MD",113,249
SPORTS PALACE,Pimlico Good Neighbors,"Hayward Ave
Baltimore, MD",509,544
SPORTSMAN LOUNGE BAR,Howard Park,"4725 GWYNN OAK AVE
Baltimore, MD",160,38
SPORTSMAN SPOT,Greektown,"501 LEHIGH ST
Baltimore, MD",67,397
"SPORTSTERS, INC.",Carrollton Ridge,"2148 WILKENS AVE
Baltimore, MD",933,238
ST. MARY'S (118-120),Charles Village,"118 25TH ST
Baltimore, MD",441,430
STADIUM LOUNGE,Oakenshawe,"3351 53 GREENMOUNT AVE
Baltimore, MD",67,450
STAGE DOOR/ENCORE,Downtown,"5 COMMERCE ST
Baltimore, MD",816,141
STALKING HORSE,Federal Hill,"26 CROSS ST
Baltimore, MD",6,869
STANLEY'S DRIVE INN,Orangeville,"4215 MONUMENT ST
Baltimore, MD",244,962
STARBUCKS,Inner Harbor,"301 LIGHT ST
Baltimore, MD",362,423
STARBUCKS  COFFEE #746,Sabina-Mattfeldt,"1340 SMITH AVE
Baltimore, MD",870,466
STARBUCKS COFFEE,Canton,"2400 BOSTON ST
Baltimore, MD",325,400
STARBUCKS COFFEE,Charles Village,"3201 ST PAUL ST
Baltimore, MD",755,380
STARBUCKS COFFEE COMPANY,Downtown,"1 EUTAW ST
Baltimore, MD",26,270
STARBUCKS CORPORATION,Mid-Town Belvedere,"1209 CHARLES ST
Baltimore, MD",758,660
STARLITE LOUNGE,Shipley Hill,"2701 FAIRMOUNT AVE
Baltimore, MD",39,976
STARTERS TAVERN,Cherry Hill,"3311 ANNAPOLIS RD
Baltimore, MD",555,441
STATION NORTH ARTS CAFÂ,Charles North,"1816 CHARLES ST
Baltimore, MD",923,368
STEELWORKERS HOLDING COMPANY,Pulaski Industrial Area,"540 DUNDALK AVE
Baltimore, MD",305,698
STEEPLE CHASE II,Biddle Street,"2401 CHASE ST
Baltimore, MD",866,631
STOCKMARKET BAR,Brooklyn,"3538 HANOVER ST
Baltimore, MD",609,966
SUBWAY,Oliver,"1400 NORTH AVE
Baltimore, MD",321,18
SUBWAY,Stonewood-Pentwood-Winston,"1700 COLDSPRING LN
Baltimore, MD",677,726
subway,Downtown,"200 lexington st
Baltimore, MD",67,496
SUBWAY,Lakeland,"2149 PATAPSCO AVE
Baltimore, MD",355,482
SUBWAY,Downtown,"423 BALTIMORE ST
Baltimore, MD",309,70
SUBWAY,Dunbar-Broadway,"600 WOLFE ST
Baltimore, MD",489,477
SUBWAY,Violetville,"900 CATON AVE
Baltimore, MD",69,790
SUBWAY  RESTAURANT,Fells Point,"632 BROADWAY
Baltimore, MD",807,450
SUBWAY 1301 N. CHARLES ST,Mid-Town Belvedere,"1301 CHARLES ST
Baltimore, MD",979,273
SUGAR HILL TAVERN & PKG.,Penn North,"2361 DRUID HILL AVE
Baltimore, MD",245,167
SUN FLOWER DELI,Charles Village,"2436 CHARLES ST
Baltimore, MD",636,663
SUN HING CHINESE FOOD CARRYOUT,SBIC,"1451 LIGHT ST
Baltimore, MD",191,34
SUNLIGHT LOUNGE,Fells Point,"1713 EASTERN AVE
Baltimore, MD",930,688
"SURN-N-JOE""S",Loyola/Notre Dame,"4501 CHARLES ST
Baltimore, MD",504,974
SURVIVOR'S SPORTS BAR (606-08),Brooklyn,"606 PATAPSCO AVE
Baltimore, MD",453,936
SUSHI-SAN RESTAURANT,Canton,"2748 LIGHTHOUSE POINT
Baltimore, MD",4,60
SUZIE' SOBA,Downtown,"7 CALVERT ST
Baltimore, MD",775,563
SUZIE'S SOBA,Hampden,"1009 36TH ST
Baltimore, MD",170,900
SWEET MELON CAFÂ,Downtown,"111 CHARLES ST
Baltimore, MD",711,869
SWEET RETREAT CAFÂ,Charles Village,"3215 CHARLES ST
Baltimore, MD",385,770
SZE-CHUAN RESTAURANT,Federal Hill,"1125 CHARLES ST
Baltimore, MD",199,333
T N C. INC. (4106-4108),Irvington,"4106 FREDERICK AVE
Baltimore, MD",958,231
T.D.F. CORPORATION,Violetville,"1401 BLOOMFIELD AVE
Baltimore, MD",981,251
TABRIZI'S,Inner Harbor,"500 HARBORVIEW DR
Baltimore, MD",625,606
TACO BELL,Ellwood Park/Monument,"3319 PULASKI HWY
Baltimore, MD",804,761
TACO BELL & LONG JOHN SILVERS,Lakeland,"3110 HOLLINS FERRY RD
Baltimore, MD",527,108
TACO FIESTA,Inner Harbor,"618 EXETER ST
Baltimore, MD",735,868
TAKI'S PIZZA CARRYOUT RESTAURANT,Fells Point,"527 BROADWAY
Baltimore, MD",251,75
TALAY THAI GRILLE,Fells Point,"1911 ALICEANNA ST
Baltimore, MD",154,920
TALKING HEAD CLUB,Downtown,"203 DAVIS ST
Baltimore, MD",159,135
TAMBER'S,Charles Village,"3327 ST PAUL ST
Baltimore, MD",901,896
TAM-TAM,Mid-Govans,"5722 YORK RD
Baltimore, MD",505,55
TAPAS TEATRO CAFÂ,Charles North,"1711 CHARLES ST
Baltimore, MD",30,95
TASTE,Mid-Govans,"510 BELVEDERE AVE
Baltimore, MD",651,213
TASTE INTERNATIONAL RESTAURANT,Curtis Bay Industrial Area,"4314 CURTIS AVE
Baltimore, MD",51,779
TASTE INTERNATIONAL RESTAURANT & LOUNGE/BAR,Curtis Bay Industrial Area,"4314 CURTIS AVENUE
Baltimore, MD",764,663
TAYLOR'S 5000 TAVERN,Curtis Bay,"5000 PENNINGTON AVE
Baltimore, MD",345,241
TAYLORS EAST,Berea,"1201 POTOMAC ST
Baltimore, MD",484,592
TEN-O-SIX,Federal Hill,"1006 LIGHT ST
Baltimore, MD",327,222
TEQUILA SUNSET,Penn North,"2705 PENNSYLVANIA AVE
Baltimore, MD",411,166
THAI  LANDING,Mid-Town Belvedere,"1207 CHARLES ST
Baltimore, MD",389,233
THAI ARROY RESTAURANT,Federal Hill,"1019 LIGHT ST
Baltimore, MD",48,797
THAI RESTAURANT,Oakenshawe,"3316 GREENMOUNT AVE
Baltimore, MD",796,322
THE 8 x 10,Federal Hill,"10 CROSS ST
Baltimore, MD",591,38
THE ADMIRAL'S CUP,Fells Point,"1645 THAMES ST
Baltimore, MD",317,384
THE AMERICAN LEGION,Morrell Park,"1508 DESOTO RD
Baltimore, MD",174,5
THE BALTIMORE SYMPHONY ORCHESTRA,Mid-Town Belvedere,"1212 CATHEDRAL ST
Baltimore, MD",665,526
"THE BALTIMORE VETS ASSOC., INC. CHPT #451",Holabird Industrial Park,"6401 BECKLEY ST
Baltimore, MD",337,102
THE BICYCLE,SBIC,"1444 LIGHT ST
Baltimore, MD",217,481
THE BISTRO,Fells Point,"1718 LANCASTER ST
Baltimore, MD",955,889
THE BRASS ELEPHANT,Mount Vernon,"924 CHARLES ST
Baltimore, MD",715,463
THE BREWER'S ART,Mid-Town Belvedere,"1106 CHARLES ST
Baltimore, MD",379,103
THE BROOKSHIRE  INNER  HARBOR  SUITE  HOTEL,Inner Harbor,"120 LOMBARD ST
Baltimore, MD",727,109
THE CANTON LIQUOR HOUSE,Fells Point,"1822 FLEET ST
Baltimore, MD",553,543
THE CAPITAL GRILLE,Inner Harbor,"500 PRATT ST
Baltimore, MD",251,148
THE CARIBBEAN AMERICAN HEAT,Howard Park,"4740 LIBERTY HEIGHTS AVE
Baltimore, MD",190,509
THE CATS EYE PUB,Fells Point,"1730 THAMES ST
Baltimore, MD",269,919
The Chameleon Cafâ€š',Lauraville,"4341 harford rd
Baltimore, MD",384,403
THE CHEESECAKE  FACTORY,Inner Harbor,"201 PRATT ST
Baltimore, MD",439,1
THE CHINA DOLL,Downtown,"406 PARK AVE
Baltimore, MD",306,152
THE CRAB PIT,Gwynns Falls,"2801 WILKENS AVE
Baltimore, MD",830,89
THE DEN LLC,Charles Village,"3327 ST PAUL ST
Baltimore, MD",165,554
THE DEPOT,Charles North,"1728 CHARLES ST
Baltimore, MD",906,345
THE DRINKERY,Mount Vernon,"203 READ ST
Baltimore, MD",114,635
THE EDGE BAR & LOUNGE,Broadway East,"2015 FEDERAL ST
Baltimore, MD",17,927
THE EDGE BAR & LOUNGE - KITCHEN AREA,Broadway East,"2015 FEDERAL ST
Baltimore, MD",209,889
THE ENGINEER'S SOCIETY OF BALTIMORE,Mount Vernon,"11 MOUNT VERNON PL
Baltimore, MD",679,676
THE EVERGREEN,Roland Park,"501 COLDSPRING LN
Baltimore, MD",374,836
