Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
2.01301E+11,4,sign - erect,1/4/2013,3754,15,1020,,Harrison,St,,,to replace single faced electric wall sign,issued,4/10/2013,1/4/2013,4/10/2013,,4/10/2013,,1,,,,4/5/2014,6800,6800,retail sales,0,,,2,,3,constr type 3,,,,6,South of Market,94103,"(37.77693011609906, -122.40488977266493)",1.2924E+12
2.01301E+11,8,otc alterations permit,1/4/2013,6130,38,823,,Dwight,St,,,kitchen and bathroom remodel on second floor.  lighting shall comply with title 24,complete,8/7/2013,1/4/2013,1/4/2013,8/7/2013,1/4/2013,,2,2,,,12/30/2013,9500,18000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,9,Portola,94134,"(37.72165232349571, -122.41034422929958)",1.2924E+12
2.01301E+11,8,otc alterations permit,1/4/2013,309,23,170,,Maiden,Ln,,,connect 6 extg tamper switches in the fire pump room to extg fire alarm system. bsmt,complete,4/30/2013,1/4/2013,1/4/2013,4/30/2013,1/4/2013,,8,8,,Y,12/30/2013,3000,3000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94108,"(37.78830265060796, -122.40625683842183)",1.2924E+12
2.01301E+11,4,sign - erect,1/4/2013,1526,35,5411,,Geary,Bl,,,to erect projecting electrical sign,filed,1/4/2013,1/4/2013,,,,,1,,,,,4500,,retail sales,0,,,2,,5,wood frame (5),,,,1,Outer Richmond,94121,"(37.78011086404489, -122.47753175576706)",1.2924E+12
2.01301E+11,2,new construction wood frame,1/4/2013,6415,22,1310,V,Geneva,Av,,,erect 3-story type v single family dwelling residence.,complete,4/1/2015,1/4/2013,6/14/2013,4/1/2015,8/16/2013,,,3,,,5/29/2016,185000,528451,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Excelsior,94112,"(37.7131015368485, -122.43440876409724)",1.2924E+12
M364788,8,otc alterations permit,1/4/2013,768,13,701,,Golden Gate,Av,,,street space,issued,1/4/2013,1/4/2013,1/4/2013,,1/4/2013,,,,,,,,1,,,,,,,,,,,,5,Western Addition,94102,"(37.78052026170016, -122.42238737745207)",1.2924E+11
M364787,8,otc alterations permit,1/4/2013,3543,1,210,,Church,St,,,street space permit,issued,1/4/2013,1/4/2013,1/4/2013,,1/4/2013,,,,,,,,1,,,,,,,,,,,,8,Castro/Upper Market,94114,"(37.76697348879036, -122.42917339221586)",1.29241E+12
2.01301E+11,3,additions alterations or repairs,1/4/2013,200,14,460,,Davis,St,,,"elec install incl conduct, wire, panel, meter inside parking garage for unmanned elec equip room. hvac equip install. misc incl concrete coring & corragated panel wall seal install in room. ls & sprinklers on separate permits if reqired. 1hr rated rm. no penetrations into stairs. no dampers shown.",issued,6/12/2013,1/4/2013,6/12/2013,,6/12/2013,,23,23,,,6/7/2014,86925,86925,apartments,440,apartments,440,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79669693804199, -122.39777129426386)",1.29241E+12
2.01301E+11,8,otc alterations permit,1/4/2013,5082,17,325,,Peninsula,Av,,,"main floor kitchen remodel, reconfigure interior walls, convert (e) bathroom to master suite, add one additional bedroom & new bath.  comply with complaint #201266041",issued,1/8/2013,1/4/2013,1/8/2013,,1/8/2013,,2,2,,,1/3/2014,48000,48000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,10,Bayview Hunters Point,94134,"(37.7111888697541, -122.39893470371715)",1.29241E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1526,35,5411,,Geary,Bl,,,to erect single faced wall electric wall sign,filed,1/4/2013,1/4/2013,,,,,1,1,,,,6500,0,retail sales,0,retail sales,0,2,,5,wood frame (5),5,wood frame (5),,1,Outer Richmond,94121,"(37.78011086404489, -122.47753175576706)",1.29241E+12
2.01301E+11,4,sign - erect,1/4/2013,1526,35,5411,,Geary,Bl,,,to erect single face electric wall sign,filed,1/4/2013,1/4/2013,,,,,1,,,,,6500,,retail sales,0,,,2,,5,wood frame (5),,,,1,Outer Richmond,94121,"(37.78011086404489, -122.47753175576706)",1.29241E+12
M364789,8,otc alterations permit,1/4/2013,0710C,2,10,,Bertie Minor,Ln,2,,street space,issued,1/4/2013,1/4/2013,1/4/2013,,1/4/2013,,,,,,,,1,,,,,,,,,,,,5,Western Addition,94115,"(37.784235916671726, -122.42868045959248)",1.29241E+12
2.01301E+11,8,otc alterations permit,1/4/2013,931,21,3130,,Baker,St,,,"kitchen remodel:12 new receptacles,new 3-way switches,7 new led can lights,3 new switches,move sink,plumbing,8 new led under can lights. run new gas line. no new wall & no wall relocation. a min. of 50% of the total rated wattage of permanently installed lighting shall be high efficacy-cec 150(k)8.",complete,4/3/2013,1/4/2013,1/4/2013,4/3/2013,1/4/2013,,2,2,,,12/30/2013,25000,25000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.80003123038962, -122.44593319938716)",1.29241E+11
2.01301E+11,8,otc alterations permit,1/4/2013,1738,8,1239,,12th,Av,,,"revision to pa# 201212045437.  add 1/2 bathroom to 2nd floor, demo/insulate walls as needed for new electrical, demo/replace floors where unable to refinish, remove fa/sp system, remove deck and stairs in backyard, new electric panel & wiring througout. install smoke detectors, bathroom vents",issued,1/7/2013,1/4/2013,1/7/2013,,1/7/2013,,3,3,,,1/2/2014,50000,50000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76491928402229, -122.4699238239889)",1.29241E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3507,40,1455,,Market,St,,,"relocate 1 existing speaker, add 3 new ceiling speaker/strobes, add 1 dual monitor module, add 3 control modules, add 1 duct detector to accomodate basement level ti (201212206601)",complete,3/19/2013,1/4/2013,1/4/2013,3/19/2013,1/4/2013,,23,23,,Y,12/30/2013,6000,6000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,South of Market,94103,"(37.77523036414975, -122.4174703200545)",1.29241E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3076A,10,45,,Yerba Buena,Av,,,"install voluntary fire sprinkler system, underground and backflow preventor.-1 pendent sprinklers, 22 pendent sprinklers, 9 ssu's & ty2234 concrete. refer to pa# 2012-0920-0212",issued,1/14/2013,1/4/2013,1/14/2013,,1/14/2013,,2,2,,Y,1/9/2014,7000,15420,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.73799266855098, -122.46441198575)",1.29241E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3570,95,588,,South Van Ness,Av,0,,unit #10:due to new walls in the unit add one sprinkler by connecting  to extg pipe with mechanical t e e and relocate 2 sprinklers.,complete,2/12/2013,1/4/2013,2/7/2013,2/12/2013,2/7/2013,,4,4,,Y,2/2/2014,1500,1500,artist live/work,11,artist live/work,11,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.76383522654384, -122.41767451320413)",1.29242E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1466,42,3341,,Clement,St,0,,"replace cabinets & countertop in kitchen only, install dedicated dishwasher circuit 20a, no floors, doors ,windows or ceilings on this permit.",complete,4/17/2013,1/4/2013,1/4/2013,4/17/2013,1/4/2013,,2,2,,,12/30/2013,1500,3500,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,1,Outer Richmond,94121,"(37.781332075967406, -122.495181373438)",1.29242E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1344,15,1336,,Lake,St,,,termite report #12975 1&2; repair dry rot at rear stairs less than 50%; repair sheeting at right front,complete,1/9/2013,1/4/2013,1/4/2013,1/9/2013,1/4/2013,,3,3,,,12/30/2013,3000,3000,2 family dwelling,2,2 family dwelling,2,0,,,,,,,2,Seacliff,94118,"(37.786502667490936, -122.4739302158509)",1.29242E+11
2.01301E+11,8,otc alterations permit,1/4/2013,1344,15,1338,,Lake,St,,,termite report #12975 1&2; repair dry rot at rear stairs less than 50%; repair sheeting at right front,complete,1/9/2013,1/4/2013,1/4/2013,1/9/2013,1/4/2013,,3,3,,,12/30/2013,3000,3000,2 family dwelling,2,2 family dwelling,2,0,,,,,,,2,Seacliff,94118,"(37.786502667490936, -122.4739302158509)",1.29242E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3608,60,3659,,20th,St,,,"termite report #2011 repair dry rot at rear stair & decks less than 50%; repair frame base with cap over concrete 12"" max #4 rear in 12"", bolts at 4' at several areas indicated on termite report #12011",complete,4/19/2013,1/4/2013,1/4/2013,4/19/2013,1/4/2013,,3,3,,,12/30/2013,54000,54000,apartments,20,apartments,20,0,,5,wood frame (5),5,wood frame (5),,8,Mission,94110,"(37.758168540227096, -122.4227187912445)",1.29242E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3608,60,3677,,20th,St,,,"termite report #2011 repair dry rot at rear stair & decks less than 50%; repair frame base with cap over concrete 12"" max #4 rear in 12"", bolts at 4' at several areas indicated on termite report #12011",complete,4/19/2013,1/4/2013,1/4/2013,4/19/2013,1/4/2013,,3,3,,,12/30/2013,54000,54000,apartments,20,apartments,20,0,,5,wood frame (5),5,wood frame (5),,8,Mission,94110,"(37.758168540227096, -122.4227187912445)",1.29242E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1030,32,3051,,California,St,,,remove and replace siding in kind at rear of building.,issued,1/4/2013,1/4/2013,1/4/2013,,1/4/2013,,3,3,,,12/30/2013,10000,10000,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94115,"(37.787233326184, -122.44455669112986)",1.29242E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3589,108,777,,Valencia,St,,,comply with nov# 201278721-1 vertical addition of wall approx 6ft x 25ft length at east roof. wall will be removed,complete,11/7/2013,1/4/2013,1/4/2013,11/7/2013,1/4/2013,,2,2,,,12/30/2013,500,6000,food/beverage hndlng,0,food/beverage hndlng,0,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.760564592560144, -122.4211877029892)",1.29242E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3590,33,2217,,Mission,St,,,revision to app#201210262922. extg bay window will be strengthen  and repair the crawl space retaining wall.,issued,2/6/2013,1/4/2013,2/6/2013,,2/6/2013,,3,3,,,2/1/2014,5000,5000,retail sales,8,retail sales,8,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.76146710305448, -122.41896836109528)",1.29242E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3590,33,2221,,Mission,St,,,revision to app#201210262922. extg bay window will be strengthen  and repair the crawl space retaining wall.,issued,2/6/2013,1/4/2013,2/6/2013,,2/6/2013,,3,3,,,2/1/2014,5000,5000,retail sales,8,retail sales,8,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.76146710305448, -122.41896836109528)",1.29242E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1256,19,701,,Buena Vista West,Av,,,reroofing,complete,2/26/2013,1/4/2013,1/4/2013,2/26/2013,1/4/2013,,2,2,,,12/30/2013,22500,22500,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,5,Haight Ashbury,94117,"(37.76767213582957, -122.44410612201976)",1.29243E+11
M364807,8,otc alterations permit,1/4/2013,872,7,1998,,Market,St,,,street space permit,filed,1/4/2013,1/4/2013,,,,,,,,,,,1,,,,,,,,,,,,8,Hayes Valley,94102,"(37.769941399353016, -122.42633140052871)",1.29243E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3504,44,1663,,Market,St,,,revision to pa# 2012-1120-4563-add column & beam for operable wall support,complete,9/6/2013,1/4/2013,1/4/2013,9/6/2013,1/4/2013,,2,2,,,12/30/2013,3500,3500,office,0,office,0,2,,3,constr type 3,3,constr type 3,,6,Mission,94103,"(37.77296349008646, -122.42143339191753)",1.29243E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1909,5,1627,,34th,Av,,,"replace existing ductwork with new 26 gauge steel ducting, fully insulated with r-6",complete,1/8/2013,1/4/2013,1/4/2013,1/8/2013,1/4/2013,,2,2,,,12/30/2013,2700,2700,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94122,"(37.75669532433073, -122.49309555529865)",1.29243E+12
M364827,8,otc alterations permit,1/4/2013,310,22,117,,Post,St,,,street space and mta parking,issued,1/4/2013,1/4/2013,1/4/2013,,1/4/2013,,,,,,,,1,,,,,,,,,,,,3,Financial District/South Beach,94108,"(37.78858020711089, -122.40406155294576)",1.29243E+11
M364768,8,otc alterations permit,1/4/2013,2416,002B,2571,,15th,Av,,,street space,issued,1/4/2013,1/4/2013,1/4/2013,,1/4/2013,,,,,,,,1,,,,,,,,,,,,7,West of Twin Peaks,94116,"(37.7400489880513, -122.47147394410696)",1.29243E+12
2.01301E+11,8,otc alterations permit,1/4/2013,918,002O,3420,,Baker,St,,,"kitchen & bathroom remodel on 2nd fl. remodel 2 bathrooms, closet on master bedrm & add new laundry room on 3rd flr",complete,10/9/2013,1/4/2013,1/7/2013,10/9/2013,1/7/2013,,2,2,,,1/2/2014,60000,60000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.802684806910975, -122.4465059055038)",1.29243E+11
2.01301E+11,7,wall or painted sign,1/4/2013,5375,59,701,,Bay Shore,Bl,,,non-illum vinyl letters on awning (see plans).,issued,2/11/2013,1/4/2013,2/11/2013,,2/11/2013,,,,,,2/6/2014,450,450,,,,,2,,,,,,,10,Bayview Hunters Point,94124,"(37.735954188033304, -122.40615426601249)",1.29243E+12
2.01301E+11,8,otc alterations permit,1/4/2013,7006,19,408,,Shields,St,,,"convert (e)room on 1st flr(garage)to bedroom,add 1 full bathrm at back of garage,add door to bedroom.create a small foyer in garage. remove patio doors at kitchen & replace with 3x6.6 french door & 4'wall,alter and legalize extg deck(installed without permit) to allow light at 1st floor bdrm wndw",complete,3/11/2013,1/4/2013,1/10/2013,3/11/2013,1/10/2013,Y,2,2,,,1/5/2014,10000,40000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,11,Oceanview/Merced/Ingleside,94132,"(37.718115198948325, -122.46647365144392)",1.29243E+12
2.01301E+11,8,otc alterations permit,1/4/2013,0417A,3,451,,Avila,St,,,"remodel master bathroom & master closet, move wall to enlarge bathroom. build a new shower  pan & enclosure. move toilet, upgrade electrical, tile & dry wall. no habitable space on garage level",complete,3/13/2014,1/4/2013,1/4/2013,3/13/2014,1/4/2013,,2,2,,,12/30/2013,28000,28000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.80546185632571, -122.4406924719033)",1.29243E+11
2.01301E+11,8,otc alterations permit,1/4/2013,4912,6,6025,,03rd,St,,,"1. retain existing occupancy f-1 (leather products manufacturing) at ground floor, along with some accessory office space.2. remodel part of ground floor with new accessible entrance and new open stair to 2nd fl.3. remodel 2nd floor office area, removing 1 of 2 (e) enclosed stairs & eliminating",complete,3/20/2015,1/4/2013,10/3/2013,3/20/2015,10/3/2013,,2,2,,,9/17/2016,100000,350000,office,,office,,2,,2,constr type 2,2,constr type 2,,10,Bayview Hunters Point,94124,"(37.72321732687057, -122.39434630031874)",1.29244E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1507,42,529,,37th,Av,,,reroofing,issued,1/4/2013,1/4/2013,1/4/2013,,1/4/2013,,2,2,,,12/30/2013,7500,7500,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,1,Outer Richmond,94121,"(37.77880695182574, -122.49787068298737)",1.29244E+12
2.01301E+11,8,otc alterations permit,1/4/2013,2823A,4,62,,Cityview,Wy,,,"1)upstairs:change bathroom, add new bathroom. 2)downstairs: add bedroom, bathroom, family room. 3)interior stairs:change from f/b origination to s/s",issued,2/11/2013,1/4/2013,2/11/2013,,2/11/2013,,1,2,,,2/6/2014,40000,40000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,Twin Peaks,94131,"(37.74901316334405, -122.45087306235293)",1.29244E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3732,88,453,,Tehama,St,,,"voluntary safety upgrade to (e)conc. foundation w/(n) 3x p.t. sill & epoxy anchor bolting w/ 5/8"" diax18"" @32""o.c. (12"" embed) & galv. plate washers. no conc. capping to (e)footing, total 180 ln.ft. provide simpson a34 @16""o.c. w/0.138"" dia short screws to (e)shtg. & sill,simpson post connectors.",complete,6/18/2013,1/3/2013,1/4/2013,6/18/2013,1/4/2013,,2,2,,,12/30/2013,6520,9000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,6,South of Market,94103,"(37.7800170187942, -122.40544664638688)",1.29244E+12
2.01301E+11,8,otc alterations permit,1/4/2013,2503A,41,2329,,Wawona,St,,,"remove and replace existing tiel, plumbing, electrical, and cabinetry. master bath. no structural work",complete,3/14/2013,1/4/2013,1/4/2013,3/14/2013,1/4/2013,,2,2,,,12/30/2013,20000,20000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.7369953421751, -122.49197837784271)",1.29244E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3642,36,810,,Capp,St,,,reroofing,issued,1/4/2013,1/4/2013,1/4/2013,,1/4/2013,,1,1,,,12/30/2013,10000,10000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.75346701532013, -122.41777741048601)",1.29244E+12
2.01301E+11,8,otc alterations permit,1/4/2013,7104,001A,443,,Plymouth,Av,,,"add 2 bedrooms, 2 bathrooms, 1 storage at ground floor (garage). replace water heater at ground floor",complete,3/11/2013,1/4/2013,1/8/2013,3/11/2013,1/8/2013,,2,2,,,1/3/2014,20000,60000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,"(37.71470972239368, -122.4563000801688)",1.29244E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1048,43,2734,,Bush,St,0,,"remove & replace front stairs, replace iwth wood framed stairs, same foot rpint.  add light plug for under stair storage.",complete,2/15/2013,1/4/2013,1/8/2013,2/15/2013,1/8/2013,,3,3,,,1/3/2014,10000,10000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78616177034699, -122.4424557670457)",1.29244E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1048,44,2736,,Bush,St,0,,"remove & replace front stairs, replace iwth wood framed stairs, same foot rpint.  add light plug for under stair storage.",complete,2/15/2013,1/4/2013,1/8/2013,2/15/2013,1/8/2013,,3,3,,,1/3/2014,10000,10000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78616177034699, -122.4424557670457)",1.29244E+12
2.01301E+11,3,additions alterations or repairs,1/4/2013,7519,14,865,,Duncan,St,,,"remodel to (e) single family dwelling - (n) vertical 1-story addition & (n) horizontal addition. (n) 2 1/2 bathrooms, remodel (e) bathroom, relocate kitchen, add bedrooms, family room & elevator.",complete,9/16/2015,1/4/2013,10/15/2013,9/16/2015,11/26/2013,Y,2,3,,,9/29/2016,90000,265000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),Y,8,Noe Valley,94131,"(37.745100048535534, -122.4393293596936)",1.29244E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3706,96,55,,04th,St,,,revision to app#201209270830. new added scope is to install new disabled access pool lifts(2) to extg indoor pool and spa located on 5th level of hotel.,complete,12/26/2013,1/4/2013,1/16/2013,12/26/2013,1/16/2013,,36,36,,,1/11/2014,8000,10000,tourist hotel/motel,1500,tourist hotel/motel,1500,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94103,"(37.78543487410201, -122.40436594960443)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,2765,12,4268,,22nd,St,,,"add an electrical panel at ground floor, remodel (e) kitchen at 2nd floor. convert/legalize 2 bedrooms into a master bedroom & full bathroom on 3rd floor (attic)",complete,5/31/2013,1/4/2013,2/1/2013,5/31/2013,2/1/2013,,3,3,,,1/27/2014,15000,15000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,8,Noe Valley,94114,"(37.754347384364856, -122.44046183748)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1781,6,1335,,26th,Av,,,"to comply with physcial inspection #cc-7174 dated 8/14/12.1. fire resistence ceiling seraration, door.2. electrical work3. plumbing work per report.",complete,2/21/2013,1/4/2013,1/22/2013,2/21/2013,1/22/2013,,3,3,,,1/17/2014,10000,10000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94122,"(37.762524476941365, -122.48490698607333)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1781,6,1337,,26th,Av,,,"to comply with physcial inspection #cc-7174 dated 8/14/12.1. fire resistence ceiling seraration, door.2. electrical work3. plumbing work per report.",complete,2/21/2013,1/4/2013,1/22/2013,2/21/2013,1/22/2013,,3,3,,,1/17/2014,10000,10000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94122,"(37.762524476941365, -122.48490698607333)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,2649,1,2,,Diamond,St,,,"unit 4: kitchen and bath remodel in same layout. no structural work. new elec wiring per code. plumbing per code. replace cabinets, countertop and appliances in same laoyout. no lighting changes",complete,2/27/2013,1/4/2013,1/4/2013,2/27/2013,1/4/2013,,3,3,,,12/30/2013,19000,19000,apartments,12,apartments,12,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.76215312140495, -122.43749905613166)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3564,37,21,,Prosper,St,,,to obtain final inspection for work approved under pa201005031534; all work is complete,complete,2/12/2013,1/4/2013,1/4/2013,2/12/2013,1/4/2013,,2,2,,,12/30/2013,1,1,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.763908764959645, -122.43146694770559)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3564,37,23,,Prosper,St,,,to obtain final inspection for work approved under pa201005031534; all work is complete,complete,2/12/2013,1/4/2013,1/4/2013,2/12/2013,1/4/2013,,2,2,,,12/30/2013,1,1,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.763908764959645, -122.43146694770559)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,3564,37,21,,Prosper,St,,,to obtain final inspection for work approved under pa201012146640; all work is complete,complete,2/12/2013,1/4/2013,1/4/2013,2/12/2013,1/4/2013,,2,2,,,12/30/2013,1,1,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.763908764959645, -122.43146694770559)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,775,14,1376,,Mcallister,St,,,unit #5:revision to app#201211305253 provide drawings per inspecter. moving kitchen from back room to front room.,complete,3/28/2013,1/4/2013,1/7/2013,3/28/2013,1/7/2013,,3,3,,,1/2/2014,1,1,apartments,6,apartments,6,2,,5,wood frame (5),5,wood frame (5),,5,Western Addition,94115,"(37.77849692688206, -122.43466438723756)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,5710,13,67,,Gladys,St,,,"no structural work, replace kitchen cabinets, sink, dishwasher, in kitchen, replace wall floor tile in bathroom",complete,2/21/2013,1/4/2013,1/7/2013,2/21/2013,1/7/2013,,3,3,,,1/2/2014,6000,7000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,9,Bernal Heights,94110,"(37.73906883260128, -122.42277632070177)",1.29245E+12
2.01301E+11,8,otc alterations permit,1/4/2013,2388,015A,3620,,Ulloa,St,,,commencement of work not started under previously approved permit appn. 201101269018,issued,1/4/2013,1/4/2013,1/4/2013,,1/4/2013,,2,2,,,12/30/2013,65000,65000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.74055963653149, -122.49531460826987)",1.29246E+12
2.01301E+11,8,otc alterations permit,1/4/2013,5358,005A,5118,,03rd,St,,,remodel kitchen and 2 bathrooms.  repair dryrot damage & fire damage.  replace like kind windows (not visisble from the street)  repainting exterior upgrade  the electric service.,expired,2/18/2014,1/4/2013,1/7/2013,,1/7/2013,,2,2,,,1/2/2014,20000,20000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,10,Bayview Hunters Point,94124,"(37.732032622412426, -122.3919704194541)",1.29246E+12
2.01301E+11,8,otc alterations permit,1/4/2013,5358,005A,5122,,03rd,St,,,remodel kitchen and 2 bathrooms.  repair dryrot damage & fire damage.  replace like kind windows (not visisble from the street)  repainting exterior upgrade  the electric service.,expired,2/18/2014,1/4/2013,1/7/2013,,1/7/2013,,2,2,,,1/2/2014,20000,20000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,10,Bayview Hunters Point,94124,"(37.732032622412426, -122.3919704194541)",1.29246E+12
2.01301E+11,8,otc alterations permit,1/4/2013,2635,47,470,,Warren,Dr,,,reroofing,complete,1/24/2013,1/4/2013,1/4/2013,1/24/2013,1/4/2013,,4,4,,,12/30/2013,24000,24000,apartments,20,apartments,20,0,,5,wood frame (5),5,wood frame (5),,7,Inner Sunset,94131,"(37.75798075255748, -122.46176201207133)",1.29246E+12
2.01301E+11,8,otc alterations permit,1/4/2013,1861A,13,1157,,Kirkham,St,,,bath remodel. new bath fan and light,complete,2/27/2013,1/4/2013,1/4/2013,2/27/2013,1/4/2013,,1,1,,,12/30/2013,10000,10000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,7,Inner Sunset,94122,"(37.759744925224005, -122.47330133486685)",1.29246E+12
2.01301E+11,8,otc alterations permit,1/7/2013,0438A,4,3769,,Fillmore,St,,,replace existing windows with double pane energy efficient (not visible from street) total 22 windows,complete,1/16/2013,1/7/2013,1/7/2013,1/16/2013,1/7/2013,,2,2,,,1/2/2014,20000,20000,2 family dwelling,2,2 family dwelling,2,0,,1,constr type 1,1,constr type 1,,2,Marina,94123,"(37.8055268367209, -122.4376542472755)",1.29246E+11
2.01301E+11,8,otc alterations permit,1/7/2013,0438A,4,3771,,Fillmore,St,,,replace existing windows with double pane energy efficient (not visible from street) total 22 windows,complete,1/16/2013,1/7/2013,1/7/2013,1/16/2013,1/7/2013,,2,2,,,1/2/2014,20000,20000,2 family dwelling,2,2 family dwelling,2,0,,1,constr type 1,1,constr type 1,,2,Marina,94123,"(37.8055268367209, -122.4376542472755)",1.29246E+12
