video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
9wg3v-01yKQ,17.14.11,Harry Styles - Kiwi,HarryStylesVEVO,10,2017-11-08T13:00:01.000Z,"Columbia|""Harry Styles""|""Kiwi""|""Pop""",9632678,810895,16139,59482,https://i.ytimg.com/vi/9wg3v-01yKQ/default.jpg,FALSE,FALSE,FALSE,Harry Styles' self-titled debut album is available now: http://hstyles.co.uk/music\n\niTunes: http://smarturl.it/HS-iTunes\nApple Music: http://smarturl.it/HS-AM\nSpotify: http://smarturl.it/HS-Spotify\nLimited edition CD: http://smarturl.it/HS-LtdEd-CD\nWhite vinyl: http://smarturl.it/HS-WhiteVinyl\nPhoto editions: http://smarturl.it/HarryStylesStore\nTarget: http://smarturl.it/HS-Target\nAmazon MP3: http://smarturl.it/HS-AmazonMP3\nDeezer: http://smarturl.it/HS-Deezer\n\nBest of Harry Styles: https://goo.gl/UzwxNi\nHarry Styles - Harry Styles (Album 2017) https://goo.gl/z1GUVh\nSubscribe here: https://goo.gl/6UDD4P\n\nDirector: Us\nExec Producer: Morgan Clement \nExec Producer (usa): Sheira Rees-Davies\nProducer: Steve Overs\nDoP: Ben Fordesman\nArtist Stylist: Harry Lambert\nCostume Stylist: Sharon Long \nArt Director: Dan Betteridge\nCasting: HammondCox Casting\nEditor: David Stevens @ The Assembly Rooms\nColourist: Simone Grattarola @ Time Based Arts\nProduction Company: Academy +
nrXlY6gzTTM,17.14.11,The Post | Official Trailer [HD] | 20th Century FOX,20th Century Fox,1,2017-11-08T05:31:00.000Z,"Trailer|""Steven Spielberg""|""ThePost""|""Meryl Streep""|""Tom Hanks""|""Alison Brie""|""Carrie Coon""|""David Cross""|""Bruce Greenwood""|""Tracy Letts""|""Bob Odenkirk""|""Sarah Paulson""|""Jesse Plemons""|""Matthew Rhys""|""Michael Stuhlbarg""|""Bradley Whitford""|""Zach Woods""|""Liz Hannah""|""Josh Singer""|""Spotlight""|""Spielberg""|""Spielberg Movie""|""Official Trailer""|""The Post""|""Nixon""|""Vietnam""|""60's""|""60's movie""|""historical drama""|""spotlight""",2794165,8874,939,1439,https://i.ytimg.com/vi/nrXlY6gzTTM/default.jpg,FALSE,FALSE,FALSE,"Steven Spielberg directs Meryl Streep and Tom Hanks in The Post, a thrilling drama about the unlikely partnership between The Washington Post’s Katharine Graham (Streep), the first female publisher of a major American newspaper, and editor Ben Bradlee (Hanks), as they race to catch up with The New York Times to expose a massive cover-up of government secrets that spanned three decades and four U.S. Presidents. The two must overcome their differences as they risk their careers – and their very freedom – to help bring long-buried truths to light.\n\nThe Post marks the first time Meryl Streep, Tom Hanks and Steven Spielberg have collaborated on a project. In addition to directing, Spielberg produces along with Amy Pascal and Kristie Macosko Krieger. The script was written by Liz Hannah and Josh Singer, and the film features an acclaimed ensemble cast including Alison Brie, Carrie Coon, David Cross, Bruce Greenwood, Tracy Letts, Bob Odenkirk, Sarah Paulson, Jesse Plemons, Matthew Rhys, Michael Stuhlbarg, Bradley Whitford and Zach Woods.\n\nIn Theaters December 22, 2017\n\nDirector: Steven Spielberg\n\nScreenplay by: Liz Hannah, Josh Singer\n\nProduced by: Steven Spielberg, Amy Pascal and Kristie Macisko Krieger\n\nCast: Meryl Streep, Tom Hanks, Alison Brie, Carrie Coon, David Cross, Bruce Greenwood, Tracy Letts, Bob Odenkirk, Sarah Paulson, Jesse Plemons, Matthew Rhys, Michael Stuhlbarg, Bradley Whitford and Zach Woods\n\nSUBSCRIBE: http://bit.ly/FOXSubscribe\n\nConnect with The Post Online:\nVisit the Official Site Here: http://ThePostMovie.com \nLike The Post on FACEBOOK: https://www.facebook.com/ThePostOfficial\nFollow The Post on TWITTER: https://twitter.com/ThePostMovie\nFollow The Post on INSTAGRAM: https://www.instagram.com/ThePostMovie\n\n#ThePost\n\nAbout 20th Century FOX:\nOfficial YouTube Channel for 20th Century Fox Movies. Home of Avatar, Aliens, X-Men, Die Hard, Deadpool, Ice Age, Alvin and the Chipmunks, Rio, Peanuts, Maze Runner, Planet of the Apes, Wolverine and many more.\n\nConnect with 20th Century FOX Online:\nVisit the 20th Century FOX WEBSITE: http://bit.ly/FOXMovie\nLike 20th Century FOX on FACEBOOK: http://bit.ly/FOXFacebook\nFollow 20th Century FOX on TWITTER: http://bit.ly/TwitterFOX\n\nThe Post | Official Trailer [HD] | 20th Century FOX\nhttp://www.youtube.com/user/FoxMovies"
EYkEshCOhEU,17.14.11,The Ultimate Red Lip Look | Nicole Guerriero,Nicole Guerriero,22,2017-11-10T00:24:29.000Z,"nicole guerriero|""arriba liqud lipstick""|""colourpop cosmetics""|""classic glam""|""makeup tutorial""|""holiday glam""|""red lip makeup tutorial""|""how to wear a red lip""|""beauty vlogger""|""beauty guru""|""iluvsarahii""|""long lasting red lip""|""bulletproof makeup""|""long lasting makeup""",294387,15247,385,976,https://i.ytimg.com/vi/EYkEshCOhEU/default.jpg,FALSE,FALSE,FALSE,To see the power of this lip watch my One Chip Challenge! :)\n-- https://www.youtube.com/watch?v=VDFHX1M_z1k&t=302s\n\n\nB U S I N E S S:\nFor Business and Branding purposes please\nvanessa@jamesgrant.com\nFor Public Relations please contact \nvanessa@jamesgrant.com\n\nSTAY CONNECTED WITH ME:\nSnapchat: hi.nic\nInstagram: nicoleguerriero - http://www.instagram.com/nicoleguerriero\nFacebook: http://www.facebook.com/nguerriero19\nTwitter: http://www.twitter.com/nguerriero19\n\nEarrings -- @fawnstar on IG\nTop -- Boohoo\n\nProducts Used:\nTatcha Water Cream Moisturizer\nYSL Blur Primer\nDiorSkin Forever Foundation -- 25\nBenefit Brow Conditioner\nColoured Raine Queen of Hearts Palette | Heir\nChristina #wsp Lashes -- http://amzn.to/2yogsQI\nTarte Shape Tape | Light Medium Honey\nLaura Mercier Secret Brightening Powder\nMac Studio Fix Powder -- C5\nKVD Shade & Light Palette\nCharlotte Tilbury Sex on Fire Blusher\nHourglass Ambient Strobe Lighting Powder -- Euphoric\nMAC Cherry Lip Liner\nColourPop x iluvsarahii Ultra Matte Lip -- Arriba\n\nThe End.
P4ohTV_28Oc,17.14.11,Taylor Swift Saturday Night Live Behind The Scenes,Tu Fan,24,2017-11-10T19:43:21.000Z,"Taylor swift|""snl""|""funny Taylor""|""saturday night life""|""teens""|""style""",53985,915,12,60,https://i.ytimg.com/vi/P4ohTV_28Oc/default.jpg,FALSE,FALSE,FALSE,SNL Taylor Swift
q-WipZ9p0wk,17.14.11,Three meals that cost me $1.50 each,Brothers Green Eats,26,2017-11-09T14:00:08.000Z,"brothers green eats|""budget cooking""|""cooking for the price of coffee""|""banana pancakes""|""falafel""|""cabbage rolls""|""steamed cabbage rolls""|""homemade almond milk""|""oat flour""|""homemade""|""recipe""|""cooking""|""simple cooking""|""simple recipes""|""budget cooking recipes""|""budget recipes""|""apple compote""|""apple jam""|""pear compote""",77630,1991,83,208,https://i.ytimg.com/vi/q-WipZ9p0wk/default.jpg,FALSE,FALSE,FALSE,Welcome to day three of cooking for the price of coffee. \nClick here to get a taste of my epic podcast: https://anchor.fm/youenjoylife?at=993145\n\nCheck out day one of the challenge here: https://www.youtube.com/watch?v=zjeY6Bzg6jw\nCheck out day two of the challenge here: https://www.youtube.com/watch?v=qNB-7fHCVKk\n\n\n\nmusic by Blue Wednesday\nhttps://soundcloud.com/bluewednesday
510KQ_LXGww,17.14.11,My Every Day Autumn Makeup | Zoella,Zoella,26,2017-11-08T18:24:16.000Z,"zoe sugg|""zoe""|""sugg""|""zoella""|""beauty""|""cosmetics""|""fashion""|""lifestyle""|""haul""|""collaboration""|""friends""|""funny""|""british""|""life""|""chatty""|""makeup""|""autumn""|""everyday""|""routine""|""berry""|""gold""|""2017""",1390440,86207,1775,710,https://i.ytimg.com/vi/510KQ_LXGww/default.jpg,FALSE,FALSE,FALSE,"My Every Day Autumn Makeup\n⇢ Previous Video: http://bit.ly/2m6tjFq\n⇢ Vlogs: http://bit.ly/2smIRXB\n\n⇢ Links below marked with a * are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link ⇠\n\nItems/Brands Mentioned In The Video:\n⇢ *Fenty Beauty Soft Matte Foundation: http://bit.ly/2yiMSiF\n⇢ Collection Perfection Lasting Concealer: - http://bit.ly/1WnPZYN\n⇢ *Charlotte Tilbury Filmstar Bronze & Glow - http://bit.ly/2zswryy\n⇢ *Charlotte Tilbury Powder and Sculpt Brush - http://bit.ly/2zmIzU1\n⇢ *Kiko Baked Bronzer in Warm Melange - http://bit.ly/2zodG1K\n⇢ *Tanya Burr Cosmetics Illuminating Powder in Peonies Please - http://bit.ly/2xRjoER\n⇢ Makeup Forever Aqua Brow - http://bit.ly/2pGzLV2\n⇢ *Benefit Brow Brush - http://bit.ly/2zrk1qH\n⇢ *Too Faced Shadow Insurance Eyeshadow Primer - http://bit.ly/2ztMyvL\n⇢ *Urban Decay Naked Heat Palette - http://bit.ly/2wP8T5v\n⇢ Clover Brushes: http://bit.ly/28VOotx\n⇢ *Smith & Cult B-Line Eye Liner - http://bit.ly/2zumT6e\n⇢ *Maybelline Lash Sensational Mascara - http://bit.ly/2qqkjYX\n⇢ ColourPop Ultra Matte Lip in Moondancer - http://bit.ly/2gVp3DT\n\n\nI'm Wearing & In The Background: \n⇢ T Shirt - H&M\n\n\nMy Links:\n\n⇢ SECOND CHANNEL: http://youtube.com/morezoella\n⇢ BLOG : http://www.zoella.co.uk\n⇢ TWITTER : http://twitter.com/Zoella\n⇢ INSTAGRAM : http://instagram.com/Zoella\n⇢ SNAPCHAT: OfficialZoella\n⇢ FACEBOOK : http://facebook.com/zoe.zoella\n\nCheck out my products:\n⇢ http://bit.ly/1G8SoCs\n⇢ http://bit.ly/1Ctynli\n\nCheck out my books:\n⇢ http://amzn.to/1OZo9zp\n\nThanks so much for watching and for all your continued support. I am forever grateful to each and every one of you for watching, commenting and being a huge part of this channel and this crazy journey :) *all the hug squeezes* xxx"
A8ScwhLh7uo,17.14.11,Honest Trailers - Stranger Things,Screen Junkies,1,2017-11-07T18:00:01.000Z,"screenjunkies|""screen junkies""|""honest trailers""|""honest trailer""|""stranger things""|""netflix""|""halloween""|""stranger things kids""|""eleven stranger things""|""honest trailer stranger things""|""honest trailers stranger things""|""upside down""|""the upside down""|""stranger things barb""|""stranger things season 1""|""stranger things season 2""|""stranger things theory""|""stranger things plot""|""stranger things finn""",3037613,91393,2766,7176,https://i.ytimg.com/vi/A8ScwhLh7uo/default.jpg,FALSE,FALSE,FALSE,"This episode is brought to you by T-Mobile. Now, you can get Netflix included with your family plan. Just another reason why T-Mobile is America’s Best Unlimited Network. http://bit.ly/2y1BMfc\n\nTake that frown back to the upside down - It's Stranger Things!\n\nWatch the Honest Trailer Commentary for this most recent HT to see the writers give more thoughts on the series PLUS some deleted jokes!\nhttps://www.youtube.com/watch?v=WD164gKkBDQ\n\nGot a tip? Email us ► feedback@screenjunkies.com\nFollow us on Twitter ► http://twitter.com/screenjunkies\nLike us on Facebook ► http://www.fb.com/screenjunkies\n\nVoiceover Narration by Jon Bailey: http://youtube.com/jon3pnt0\nTitle design by Robert Holtby\n\nProducers - Dan Murrell, Spencer Gilbert, Joe Starr, and Max Dionne\nWritten by Spencer Gilbert, Joe Starr, and Dan Murrell\nEdited by Kevin Williamsen and TJ Nordaker"
ZwIuff3270M,17.14.11,Corey Haim's Mom Talks to Dr. Oz,DoctorOz,26,2017-11-10T15:02:20.000Z,"Dr. Oz|""Dr. Mehmet Oz""|""The Dr. Oz Show""|""Corey Haim""|""Judy Haim""|""Charlie Sheen""",42479,42,8,98,https://i.ytimg.com/vi/ZwIuff3270M/default.jpg,FALSE,FALSE,FALSE,"In an exclusive interview, Corey Haim's mother Judy talks to Dr. Oz about the allegations that Charlie Sheen raped her son when he was a teen. \n\nWatch this episode: http://bit.ly/2AvHbvX \nSubscribe to Dr. Oz's official YouTube channel: http://bit.ly/2xqhlaW"
1cgK-BIrXes,17.14.11,#VeteransDay: Thank You for Everything,YouTube Spotlight,24,2017-11-10T15:07:13.000Z,"vets|""veterans day""|""veterans""|""youtube""|""veteransday""|""veterans day 2017""",812516,26917,1979,4998,https://i.ytimg.com/vi/1cgK-BIrXes/default.jpg,FALSE,FALSE,FALSE,"This #VeteransDay, we want to say thank you to those who’ve served their country and shared their stories with the world.\n\nToday and every day, we at YouTube salute everything you have done and continue to do -- for your families, for communities, and for our nation."
3DflRo_Vids,17.14.11,"CÉLINE DION FT. STEVE AOKI - MY HEART WILL GO ON (OMNIA Nightclub) | Nov. 7, 2017",The Céline Café,24,2017-11-08T12:37:08.000Z,"celine dion|""celine""|""dion""|""celine dion las vegas""|""celine dion live""|""celine dion concert""|""the celine cafe""|""celine cafe""|""my heart will go on""|""celine dion music video""|""Celine dion november 7 2017""|""steve aoki""|""steve aoki my heart will go on""|""celine dion caesars palace""|""celine dion omnia""|""celine dion omnia nightclub""|""omnia nightclub""|""celine dion my heart will go on steve aoki""|""celine dion rare""|""celine dion exclusive""|""my heart will go on remix""|""celine dion las vegas victims fund""",370638,470,104,119,https://i.ytimg.com/vi/3DflRo_Vids/default.jpg,FALSE,FALSE,FALSE,"Céline Dion made a surprise performance at OMNIA Nightclub at Caesars Palace in Las Vegas after her show on November 7, 2017. Over $1 million was donated to the Las Vegas Victims' Fund\n\nVisit http://www.thecelinecafe.com for up-to-date news, full concert downloads, photos, show tickets, and more exclusive Céline content!\n\nStream Céline on Spotify: https://play.spotify.com/artist/4S9EykWXhStSc15wEx8QFK?play=true&utm_source=open.spotify.com&utm_medium=open\n\nCéline Dion on Apple Music: https://itunes.apple.com/us/artist/c%C3%A9line-dion/id63729"
P4YJwy_T9pM,17.14.11,I Picked My Girlfriend's Outfit Blindfolded,Tyler Williams,22,2017-11-09T03:16:36.000Z,"i picked my girlfriend's outfit blindfolded|""blindfolded outfit shopping""|""blindfolded outfit challenge""|""blindfolded outfit""|""safiya and tyler""|""picking my girlfriends outfit""|""i picked my girlfriends outfit""|""boyfriend picks my outfit""|""shopping""|""couples""|""boyfriend and girlfriend""|""couples shopping""|""tyler and safiya""|""tyler williams""|""safiya nygaard""|""thrift store outfit""|""thrift store""|""thrifting""",691229,31892,197,1404,https://i.ytimg.com/vi/P4YJwy_T9pM/default.jpg,FALSE,FALSE,FALSE,"Link to our pinterest recipes shopping room: https://nextbeat.co/r/YmdW/1\n\nSaf has done a few videos where she went shopping blindfolded and I decided to help her out and get her a new outfit blindfolded as well! So we went to a thrift store and I donned a blindfold and picked out an entire outfit for her, including a top, bottom, jacket, accessories, and shoes. How did I do??\n\nTyler's Instagram: https://www.instagram.com/tylerlwilliams29/\nTyler's Twitter: https://twitter.com/williams_tyler\n\nSFX\nVia AudioBlocks\n\nMUSIC\nVia Audio Network"
vd4zwINEcLY,17.14.11,Live in the now!,poofables,24,2011-03-27T04:31:25.000Z,"cash|""Wayne's""|""World""|""wayne""|""waynes""|""fender""|""strat""|""stratocaster""|""cassandra""",95085,909,52,193,https://i.ytimg.com/vi/vd4zwINEcLY/default.jpg,FALSE,FALSE,FALSE,"Stop torturing yourself man, you'll never afford it. Live in the now!"
4FDpjKdlIxA,17.14.11,Waking Up with Sam Harris #103 - American Fantasies (with Kurt Andersen),Sam Harris,28,2017-11-09T23:05:42.000Z,[none],47610,801,202,915,https://i.ytimg.com/vi/4FDpjKdlIxA/default.jpg,FALSE,FALSE,FALSE,"In this episode of the Waking Up podcast, Sam Harris speaks with Kurt Andersen about the American aptitude for unfounded belief, the religious lunacy of the Puritans, populist mistrust of authority, the link between postmodernism and religious fundamentalism, the unique history of American religious entrepreneurship, the Trump phenomenon, the effect of fame on politics, and other topics.\n\nKurt Andersen is the bestselling author of the novels Heyday, Turn of the Century, and True Believers. He contributes to Vanity Fair and The New York Times, and is host and co-creator of Studio 360, the Peabody Award–winning public radio show and podcast. He also writes for television, film, and the stage. Andersen co-founded Spy magazine, served as editor in chief of New York, and was a cultural columnist and critic for Time and The New Yorker. He graduated magna cum laude from Harvard College, where he was an editor of The Harvard Lampoon. His most recent book is Fantasyland: How America Went Haywire, A 500-Year History.\n\nTwitter: @KBAndersen\n\nDiscuss this in the forums.\n\nWant to support the Waking Up podcast? \n\nPlease visit: http://www.samharris.org/support\n\nSubscribe to the podcast: http://www.youtube.com/subscription_center?add_user=samharrisorg\n\nGet Sam’s email newsletter: https://www.samharris.org/email_signup\n\nFollow Sam on Twitter: https://twitter.com/samharrisorg\n\nFollow Sam on Facebook: https://www.facebook.com/Sam-Harris-22457171014/?fref=ts\n\nFor more information about Sam Harris: https://www.samharris.org"
CR9zYgr84QY,17.14.11,Chocolate Orange Autumn Cupcakes | Cupcake Jemma,CupcakeJemma,26,2017-11-09T18:30:01.000Z,"cupcakes|""cupcake""|""cup cake""|""cake""|""cakes""|""bake""|""bakes""|""baking""|""baker""|""crumbs and doilies""|""C&D""|""cupcake jemma""|""jemma wilson""|""gemma""|""wilson""|""chocolate""|""orange""|""chocorange""|""terry's""|""christmas""|""autumns""|""autumn""|""autumnal""|""oranges""|""baking with""|""recipe""|""for""|""how to make""|""making""|""chocolate leaves""|""sugarcraft""|""cupcake decorating""|""treacle""|""british""|""english""|""london""",122669,5723,55,263,https://i.ytimg.com/vi/CR9zYgr84QY/default.jpg,FALSE,FALSE,FALSE,"These cupcakes are for life, not just for Autumn, but they sure do look pretty!\nTry making a BIG chocolate orange cake! - https://youtu.be/xGS97HuA0pU\nSUBSCRIBE! - http://crmbs.co/1VHn9C\n\nRecipe - \n135g unsalted butter, soft\n110g self raising flour\n1/4tsp bicarbonate of soda\n100g caster sugar\n25g dark brown sugar\n15g cocoa powder\n2 lg eggs\nzest of 1 orange\n1.5 tbsp milk\n1 tsp treacle\n\nFor the ganache filling...\n75g dark 70% chocolate\n75g double cream\nzest of 1/2 orange\n\nFor the orange and choc swiss buttercream...\n300g caster sugar\n4 egg white\n400g butter, super soft\nzest of 1 orange\n150g choc 70%\n\n-----\n\nMY TWEETS: http://www.twitter.com/jemmawilson\nMY INSTAGRAM: @cupcakejemma\nCAKESTAGRAM: @crumbsanddoilies\n\nTHE CAKE BOOK: http://cupcakejemma.com\nSUBSCRIBE FOR WEEKLY VIDS: http://crmbs.co/7TDm\nMORE CAKE: http://www.crumbsanddoilies.co.uk\n\nVISIT OUR SHOP - \n\nCrumbs & Doilies\n1 Kingly Court\nLondon\nW1B 5PW"
ssbOzbL1SJQ,17.14.11,JUSTICE LEAGUE Movie Clip Aquaman Island + Trailer NEW (2017) Batman Superman Superhero Movie HD,MovieAccessTrailers,24,2017-11-10T23:13:33.000Z,"justice league trailer|""justice league""|""trailer""|""2017""|""new""|""new trailer""|""official""|""official trailer""|""hd trailer""|""superman""|""batman""|""superhero""|""movie""|""film""|""hd""",214617,1826,91,442,https://i.ytimg.com/vi/ssbOzbL1SJQ/default.jpg,FALSE,FALSE,FALSE,"JUSTICE LEAGUE Movie Clip Aquaman Island + Trailer NEW (2017) Batman Superman Superhero Movie HD.\n\nSubscribe To MovieAccessTrailers To Catch Up All The New Movie Trailer, Movie Clips, TV Spots & Trailer Compilation Just For You. Subscribe Now and Turn The Notification On To Never Miss Any Official 2017 Movie Trailer From Us."
1KVBFtSuCm0,17.14.11,WiPrint: 3D Printing Your Wireless Coverage,Justin Chan,24,2015-07-17T15:27:32.000Z,"Wireless (Industry)|""3D Printing (Invention)""",541947,401,58,48,https://i.ytimg.com/vi/1KVBFtSuCm0/default.jpg,FALSE,FALSE,FALSE,We wrote two papers on this:\nhttp://www.cs.dartmouth.edu/~xia/papers/buildsys17-3dprint.pdf (BuildSys '17) \nhttp://homes.cs.washington.edu/~jucha/docs/3dprint-hotw.pdf (HotWireless '15) - Hot Paper Award\n\nProject Website: \nhttp://dartnets.cs.dartmouth.edu/wiprint\n\nCollaborators:\nXi Xiong: http://www.cs.dartmouth.edu/~xi/\nEthan Yu: https://www.linkedin.com/in/ethanyu94\nNisha Kumari: https://www.linkedin.com/in/nishakumaricontact\nArdalan Amiri Sani: http://www.ics.uci.edu/~ardalan/\nChangxi Zheng: http://www.cs.columbia.edu/~cxz/\nXia Zhou: http://www.cs.dartmouth.edu/~xia/\nZiyuan Liu (actor): https://www.linkedin.com/in/ziyuanliu/\n\nFor more info about my future projects check out:\nhttp://homes.cs.washington.edu/~jucha/
YInRqgNMLBc,17.14.11,Craziest sitter miss ever Gintra Šiauliai - Barcelona with commentary | Champions League,Lietuvos Futbolo Rinktinės Archyvas,17,2017-11-08T18:56:43.000Z,"gintra|""barcelona""|""fc barcelona""|""siauliai""|""goal""|""football""|""funny""|""fail""|""sitter""|""gintra-universitetas""|""Club Femení Barcelona""|""lithuania""|""Lieke Martens""|""epic""",156822,293,9,69,https://i.ytimg.com/vi/YInRqgNMLBc/default.jpg,FALSE,FALSE,FALSE,"Lithuanian football does it again. Like the player who ran to the stands or construction site to celebrate goals,  one who saved opponents from own goal with his bum and many other infamous videos"
949vJMp0v40,17.14.11,Thunder Christmas Day Official Music Video - Single out December 1st,earMUSIC,10,2017-11-10T14:57:32.000Z,"earmusic|""live 2017""|""new album""|""music video""|""download""|""thunder""|""christmas day""|""rip it up""|""christmas""|""christmas song""|""danny bowes""",29575,342,50,33,https://i.ytimg.com/vi/949vJMp0v40/default.jpg,FALSE,FALSE,FALSE,"THUNDER TO RELEASE NEW SINGLE “CHRISTMAS DAY” ON DECEMBER 1st, 2017 ON earMUSIC.\n\nIt's time for a little celebration for Thunder, before what promises to be a very busy 2018 gets underway.\n\nThe band are releasing a brand new song “Christmas Day” to bookend a very successful phase in their career which culminated with two studio albums in a row entering the Official UK Top 10 Albums. The most recent “Rip it Up” charted at #3, whilst their recent live concert film “All You Can Eat” charted at #1 and their touring included a UK arena tour and numerous concerts across the world.\n\n “Christmas Day” is more a timeless ballad than a traditional festive carol, and reveals the band in a new light. \nThe heartfelt, melancholic song features a stunning and evocative arrangement from guitarist Luke Morley to accompany the unique voice of singer Danny Bowes.\nThe single is released in some highly collectable formats with exclusive additional songs released on CD for the 1st time.\nThey include a new version of Thunder classic “Love Walked In”, which appears in a new re-recorded and mostly acoustic arrangement, the classic “Low Life In High Places“  featuring  similar treatment as does the more recent song “Heartbreak Hurricane“.\n\n“Christmas Day” is released as CD Digipak and Digital on December 1st, 2017 on earMUSIC.\nThe official Thunder store also offers a wide variety of exclusive, limited fan items and bundles, including a 7inch 2-track vinyl as well as a coloured 10inch 4-track vinyl.\n\nPREORDER “CHRISTMAS DAY” HERE:\n► Official webstore: https://thunder.tmstor.es\n► CD: http://smarturl.it/Thunder_Christmas_CD\n► iTunes: http://smarturl.it/Thunder_Christmas_iT\nThunder will be Alice Cooper's special Guest on his German tour in November.\nOn December 15th and 16th Thunder perform their annual Christmas show in Wolverhampton. The first date sold out quickly due to huge demand; a handful of tickets are still available for the second show. Further details can be found on the band’s website: www.thunderonline.com.\n\nTRACK LIST “CHRISTMAS DAY” CD SINGLE\n1. Christmas Day\n2. Love Walked In (2017 Version)\n3. Low Life In High Places (Acoustic)\n4. Heartbreak Hurricane (Acoustic)"
sECcOTO8Ij4,17.14.11,Sonic Forces: The New Chick - PART 1 - Game Grumps,GameGrumps,20,2017-11-07T22:00:01.000Z,"lets|""play""|""walkthrough""|""gameplay""|""egoraptor""|""danny""|""game""|""grumps""|""gamegrumps""|""funny""|""sonic""|""sonic the hedgehog""|""sonic 2017""|""sonic forces""|""sonic game grumps""|""sonic grumps""|""sonic forces grumps""|""sonic forces gameplay""|""sonic forces lets play""",1062094,37439,590,6654,https://i.ytimg.com/vi/sECcOTO8Ij4/default.jpg,FALSE,FALSE,FALSE,Click to Subscribe ► http://bit.ly/GrumpSubscribe\n\nWant updates on what's new and coming soon?\nOur email list! ► http://eepurl.com/cN7syX\n\nMerch ► https://gamegrumps.fanfiber.com/\n\nGame Grumps are:\nEgoraptor ► http://www.youtube.com/Egoraptor\nDanny ► http://www.youtube.com/NinjaSexParty\n\nGame Grumps on social:\nFacebook ► https://www.facebook.com/GameGrumps\nTwitter ► https://www.twitter.com/gamegrumps
sF1l7v3XY6I,17.14.11,MY WARDROBE TOUR | Samantha Maria,Samantha Maria,26,2017-11-08T19:09:56.000Z,"samantha|""maria""|""sammi""|""my""|""wardrobe""|""tour""|""2018""|""closet""|""whats""|""in""|""look""",104865,5039,101,271,https://i.ytimg.com/vi/sF1l7v3XY6I/default.jpg,FALSE,FALSE,FALSE,"A tour around my wardrobe/closet/dressing room, I hope you enjoy!\nMy Vlog channel! - http://www.youtube.com/thesammimariashow\nMy Blog - http://www.samanthamariaofficial.com\nInstagram - http://instagram.com/samanthamariaofficial\nTwitter - https://twitter.com/samanthamaria \nFacebook - https://www.facebook.com/SammiMaria\nSnapchat - sammi.maria\n\nContact me:\nBusiness & Collaboration Enquiries - Sammi@gleamfutures.com\nPR Enquiries - Beautycrushpersonal@gmail.com\n\nAffiliate links - A small percentage will be earned on purchase from links with an asterisk (This does not mean any of these items are sponsored) \n____________________________________\n\nThe Elvie Skirt - https://novemknight.com/products/elvie"
